uid	pid	tstamp	crdate	cruser_id	deleted	hidden	"name"	"logo"	"website"	"description"	type	start_date	end_date	"contact_organization"	"contact_person"	"contact_position"	"contact_email"	"key_inputs"	"key_infrastructure"	"key_technologies"	"key_processes"	"geographic_scope"	geographic_type	"taxonomic_scope"	taxonomic_type	"comments"	finalised	t3ver_oid	t3ver_id	t3ver_wsid	"t3ver_label"	t3ver_state	t3ver_stage	t3ver_count	t3ver_tstamp	t3_origuid	language
453	863	1180452422	1180452422	0	0	0	"Chillobase"	"chilobase.jpg"	"chilobase.bio.unipd.it/"	"'Chilobase' is intended to be a catalogue of all known centipedes (Chilopoda) of the world. It is an electronic database, publicly and freely available through the World Wide Web (http://chilobase.bio.unipd.it/). Based on a nomenclator of available genus- and species-level names, it is intended to offer, as far as possible, a consistent, updated taxonomic system for the Chilopoda. In a searchable web-based format, it aims to be a user-friendly reference database for faunistic, ecological and medical research, as well as to stimulate further taxonomic research."	3	0	0	"Chilobase"	"A. Minelli"	"Editor"	"gbif-staff@chilobase.bio.unipd.it"	"Funded by GBIF"	"Web site"	"PHP"	"Collation, compilation and validation"	"Global"	7	"Chilopoda"	6	"Contributor to Species 2000"	1	0	0	0	""	0	0	0	0	0	30
452	863	1180452422	1180452422	0	0	0	"Catalogue of Craneflies of the World"	"ccw.jpg"	"ip30.eti.uva.nl/ccw/"	"This Catalogue of the Craneflies of the World (CCW) covers all 17501 genus-group and species-group taxa of the families Pediciidae, Limoniidae, Cylindrotomidae, and Tipulidae (Insecta, Diptera, Tipuloidea). Its author is Pjotr Oosterbroek, honorary staffmember of the Zoological Museum Amsterdam, section Entomology (see the Manual for contact information). 

Apart from the standard taxonomic information (family, subfamily, genus, subgenus, species, subspecies, author, year, publication, synonyms, original genus, original spelling), the catalogue includes up to date information on the distribution of the species by countries and, for the larger countries (e.g., USA, China), provinces, states, or islands. For almost all information that differs from what is found in the regional printed catalogues the reference is given. The CCW furthermore includes reference to all relevant information and figures published by C.P. Alexander and others (see the Manual)."	3	0	0	"Zoological Museum Amsterdam"	"Pjotr Oosterbroek"	"Author"	"oosterbroek@science.uva.nl"	"Funding from GBIF, data from sources"	"Web site"	"PHP"	"Unknown"	"Global"	7	"Tipulidae"	8	"Contributor to species2000"	1	0	0	0	""	0	0	0	0	0	30
451	863	1180452422	1180452422	0	0	0	"Bacteriology Insight Orienting System"	"bios.jpg"	"www.sp2000ao.nies.go.jp/english/bios/index.html"	"BIOS contains data on 8,242 validly published species and subspecies and 2,000 higher taxa of the worldâ€™s Bacteria, Archaea and Cyanobacteria. BIOS contributes only the Bacteria and Archaea to the Catalogue of Life this year. Besides taxonomic and strain data, BIOS contains links to further information in the NamesforLife prototype. The BIOS system was developed by a team based at the National Institute for Environmental Studies (Japan) and is part of a collaborative effort that includes contributions by J Euz?©by and B Tindall. The taxonomy is based on Release 7.4 of the nomenclatural taxonomy of GM Garrity, TG Lilburn and JR Cole."	3	0	0	"National Institute for Environmental Studies"	"Unknown"	"Unknown"	"Unknown"	"Data from publications and research"	"Web site"	"Unknown"	"Unknown"	"Global"	7	"Bacteria, Archaea"	3	"Web site fails to load, data from species2000 web site"	1	0	0	0	""	0	0	0	0	0	30
450	863	1180452422	1180452422	0	0	0	"AnnonBase"	"annonbase.jpg"	"www.annonaceae.org"	"This web site contains information about the 
Annonaceae - Custard Apple family. The content of these pages is dedicated to databased information with reference to the Annonaceae.

As a first service a global Index containing the names of all published annonaceous taxa together with citation of the protologue and type collections will be available soon.

This initiative is ajoint effort of numerous institutions and partly financed by the Sp2000 Europe Project, which takes part in the ongoing Catalogue of Life efforts."	3	0	0	"Unknown"	"Heimo Rainer"	"Uknown"	"heimo.rainer@univie.ac.at"	"Unknown"	"Web site"	"PHP"	"Unknown"	"Global"	7	"Annonaceae"	8	"Participates in Catalogue of Life"	1	0	0	0	""	0	0	0	0	0	30
449	863	1180452422	1180452422	0	0	0	"Catalogue of Life"	"col.gif"	"www.catalogueoflife.org"	"The Species 2000 & ITIS Catalogue of Life is planned to become a comprehensive catalogue of all known species of organisms on Earth by the year 2011. Rapid progress has been made recently and this, the seventh edition of the Annual Checklist, contains 1,008,965 species. Please note that this is probably just more than half of the world's known species. This means that for many groups it continues to be deficient.

The present Catalogue is compiled with sectors provided by 47 taxonomic databases from around the world. Many of these contain taxonomic data and opinions from extensive networks of specialists, so that the complete work contains contributions from more than 3,000 specialists from throughout the taxonomic profession. Species 2000 and ITIS teams peer review databases, select appropriate sectors and integrate the sectors into a single coherent catalogue with a single hierarchical classification. It is planned to introduce alternative taxonomic treatments and alternative classifications, but an important feature is that for those users who wish to use it, a single preferred catalogue, based on peer reviews, will continue to be provided."	1	0	1325372400	"Species 2000 Secretariat"	"Unknown"	"Unknown"	"sp2000@sp2000.org"	"Species 2000 and IT IS funding"	"Web site"	"PHP"	"Unknown"	"Global"	7	"All"	2	"Listing of source databases at http://www.catalogueoflife.org/info_source_dbs.php"	1	0	0	0	""	0	0	0	0	0	30
448	863	1180452422	1180452422	0	0	0	"European Nature Information System"	"nologo.png"	"eunis.eea.europa.eu/index.jsp"	"EUNIS data are collected and maintained by the European Topic Centre on Biological Diversity for the European Environment Agency and the European Environmental Information Observation Network to be used for environmental reporting and for assistance to the NATURA2000 process (EU Birds and Habitats Directives) and coordinated to the related EMERALD Network of the Bern Convention. 

EUNIS consists of information on Species, Habitat types and Sites. 
The information includes: 
Data on Species, Habitats and Sites compiled in the framework of the NATURA2000 (EU Habitats and Birds Directives), but also data collected by ETC/NPB(formerly the European Topic Centre for Nature Conservation) from literature and other sources as reference data. 
Information on Species, Habitats and Sites taken into account in relevant international conventions. 
Specific data collected in the framework of the EEA reporting activities, which also constitute a core set of data to be up-dated periodically."	1	0	0	"European Environment Agency"	"Web team"	"Unknown"	"Unknown (form)"	"Funding from European Environment Agency"	"Web site"	"JSP, Java, Javascript, Tomcat, Apache, MySQL, Linux, Interactive maps, DiGIR"	"Unknown"	"Europe"	5	"All"	2	""	1	0	0	0	""	0	0	0	0	0	30
446	863	1180452422	1180452422	0	0	0	"Trichoptera World Checklist"	"nologo.png"	"entweb.clemson.edu/database/trichopt/index.htm"	"The Trichoptera World Checklist is a project of the successive International Symposia on Trichoptera, with the responsibility for its policy and maintenance assigned to the Trichoptera Checklist Coordinating Committee."	3	0	0	"Trichoptera Checklist Coordinating Committee"	"B.J. Armitage"	"Unknown"	"barmitag@columbus.rr.com"	"Maitnenance from committee"	"Web site"	"PHP"	"Unknown"	"Global"	7	"Trichoptera"	7	""	1	0	0	0	""	0	0	0	0	0	30
447	863	1180452422	1180452422	0	0	0	"Fleas Taxonomy and Phylogeny"	"nologo.png"	"www.zin.ru/Animalia/Siphonaptera/tax.htm"	"A classification of siphonapteran families and scheme of their phylogenetic relationships are proposed (Medvedev, 1994, 1998) on the basis of features of 50 structures of head, thorax, and abdomen. Four family complexes of evolutionary trends may be distinguished: they are infraorders Pulicomorpha, Pygiopsyllomorpha, Hystrichopsyllomorpha, and Ceratophyllomorpha."	3	0	0	"Zoological Institute, St. Petersburg"	"Sergei G. Medvedev"	"Head Research Scientist"	"msg@zisp.spb.su"	"Data from various sources"	"Web site"	"HTML"	"Unknown"	"Global"	7	"Siphonaptera"	7	""	1	0	0	0	""	0	0	0	0	0	30
445	863	1180452422	1180452422	0	0	0	"2001 Systematic Catalog of Culicidae"	"2001.png"	"www.mosquitocatalog.org/main.asp"	"This \"publication\" is the next, now fourth iteration of the mosquito systematic catalog.  It is a compilation of Knight and Stone 1977 with all its supplements which built upon Stone, Knight and Starke 1959 and all of its supplements.   

 

The personal computer and internet now permit the inclusion of many more citations and allows for the linking of the citations to electronic copies of the original literature, something that did not exist in 1977.  Another advantage of computerization is that the catalog is no longer set in stone or type to be obsolete the day it was printed.  It has now becomes a continuous \"work in progress\".  This project began about five years ago and will never be finished, only more current than any of the previous printed versions of the catalog could ever be.  When we put this catalog online in January of 2001, we believed it to be current to that time.  It was with respect to the species described but we have since discovered that much distribution information was overlooked in the years since 1977.  We are endeavoring to correct this but must alert users to the fact that species are probably more widespread than the catalog distributions indicate.  A companion to this catalog is the \"Reference Database\" which contain in addition to the literature cited in the 1977 catalog and its supplement many additional papers from the reprint files of the Walter Reed Biosystematics Unit.  A soon-to-be-added feature of the Reference Database will be the ability to do \"Full text searches\" of all the included"	1	980982000	0	"Smithsonian"	"Tom Gaffigan"	"Unknown"	"gaffigan.tom@msc.si.edu"	"Data from publications and reviews"	"Web site, publications"	"ASP"	"Unknown"	"Global"	7	"Culicidae"	8	""	1	0	0	0	""	0	0	0	0	0	30
443	863	1180452422	1180452422	0	0	0	"Universal Chalcidoidea Database"	"nologo.png"	"www.nhm.ac.uk/research-curation/projects/chalcidoids/index.html"	"Described as \"gem-like inhabitants of the woodlands by most never seen nor dreamt of\", chalcidoids include some of the most beautiful insects on the planet, but are amongst some of the most poorly known. They exhibit amazingly diverse life histories and profoundly influence all types of ecosytems, from rainforests to agriculture. Many species are natural enemies of insect pests and are used instead of pesticides to control them. As many as half a million species may exist, but only about 22,000 are documented, largely because chalcidoids are small to minute in size.The group includes the world's smallest adult insect, the degenerate male of Dicopomorpha echmepterygis, which is only a staggering 0.11mm long.

This database is also available on CD. This allows for faster more flexible searches and includes some facilities not available on this site."	1	-28861200	0	"Natural History Museum"	"John Noyes"	"Contact"	"J.Noyes@nhm.ac.uk"	"Data from card catalogs and review of databases"	"Web site, CD, publications"	"Taxapad, DSML"	"Unknown"	"Global"	7	"Chalcidoidea (superfamily)"	8	""	1	0	0	0	""	0	0	0	0	0	30
444	863	1180452422	1180452422	0	0	0	"The BioSystematic Database of World Diptera"	"diptera.gif"	"www.sel.barc.usda.gov/Diptera/biosys.htm"	"The BioSystematic Database of World Diptera (BDWD) is a source of names and information about those names and the taxa to which they apply. The BDWD is a set of tools to aid users in finding information about flies. The two main components of the BDWD are the Nomenclator and the Species database.
The Nomenclator allows users to check names, find the status (valid or invalid) and correct (valid) name for obsolete ones as well as basic information such as type, family classification and source for all names. The Species database is being designed to answer queries about the attributes of species, such as distribution, biological associates and economic importance. This database will also serve as a portal by providing links to other World-Wide-Web resources, such as species pages where further information may be found. 

A reference database is provided to allow users to find printed works about flies. And lastly a set of tools will be provided for taxonomists working on flies. These include or will include a database on collections, databases with historical information on authors, serials where papers on flies have been published, et cetera."	1	0	0	"Unknown"	"F. Christian Thompson"	"Research Entomologist"	"cthompso@sel.barc.usda.gov"	"Data soruces include a range of publications"	"Web site"	"HTML"	"Unknown"	"Global"	7	"Diptera"	7	""	1	0	0	0	""	0	0	0	0	0	30
441	863	1180608957	1180587365	290	0	0	"Antbase"	"antbase.png"	"antbase.org/"	"Antbase provides for the first time access to all the non-copyrighted systematics literature of the ant species of the world based on a continually updated catalogue. Antbase is a collaborative effort between scientists from around the world, aiming at providing the best possible access to the wealth of information on ants, to fulfill the conservation needs of the International Union for the Study of Social Insects (IUSSI), and the Species Survival Commission of the World Conservation Union (IUCN). Antbase, together with the Hymenoptera On-line Database, is the data provider for ants to the Integrated Taxonomic Information System, ITIS, and GenBank."	1	812934000	0	"American Museum of Natural History"	"Donat Agosti"	"Research Associate"	"agosti@amnh.org"	"Catalogue of the world's ant species
Digital library including over 4,100 systematics publications
Development of data standards for systematics literature (Taxonx)
Blog digest of ongoing issues in ant systematics
Various - hosts a range of databases in a portal arrangement"	"Web site"	"Various"	"Digitization of systematics literature
Indexing of systematics literature
"	"Global"	7	"Formicidae"	8	"Links to a few databases for various data (see http://antbase.org/databases.htm)
Partner in taxonx
Catalogue Part of the Hymenoptera Name Server"	1	441	0	0	"Info by DonatAgosti"	0	0	0	1180609000	441	30
442	863	1180452422	1180452422	0	0	0	"Orthoptera Species File Online"	"oso.jpg"	"osf2x.orthoptera.org/HomePage.aspx"	"The Orthoptera Species File is a taxonomic database of the world's Orthoptera (grasshoppers, locusts, katydids and crickets), both living and fossil. It has full synonymic and taxonomic information for 23,671 valid species, 39,869 taxonomic names, 143,738 citations to 11,891 references, 36,292 images, 185 sound recordings, 37,960 specimens, and keys to 1,695 taxa.

To see information contained in the database, use the links across the top of the page.  Click on Search to find a specific taxon or other kinds of information.  Clicking on Taxa will make the order Orthoptera your current taxon unless you have previously moved to a different taxon in this session"	3	760057200	0	"Illinois Natural History Survey"	"David C. Eades"	"Principal Database Developer"	"Unknown (form)"	"Data from various sources"	"Web site"	"Species File, ASP"	"Unknown"	"Global"	7	"Orthoptera"	7	""	1	0	0	0	""	0	0	0	0	0	30
440	863	1180452422	1180452422	0	0	0	"Rotifer Systematic Database"	"nologo.png"	"www.dmc.utep.edu/rotifer/main.html"	"Rotifers play a major role in freshwater ecosystems, their abundance and ubiquitous occurrence rank them as one of the most basic building blocks of aquatic foodwebs. Within these webs, they are not only numerous but occupy a diversity of trophic levels. Currently the state of rotifer taxonomy suffers in comparison to the ecological importance of these organisms. Rotifer taxonomy in the classical sense has been characterized as incomplete and confused, while the modern concepts and techniques of molecular systematics have just begun to be applied to the phylum. Furthermore, the two styles need to be integrated if rotifer taxonomy is to be brought into the modern era. We feel that the current state of rotifer systematics is compromising the effectiveness of studies undertaken in the fields of aquatic ecology, foodwebs, ecotoxicology, and related disciplines. Until the Rotifera are better understood taxonomically and until this knowledge is more accessible to workers in related fields, these fields will suffer for the lack of certainty of the identity among their study subjects. To remedy this situation, we propose a project consisting of three main emphases, which will begin the process of providing a modern understanding of rotifer taxonomy, and will provide a stable base from which to expand our inquiries in the future: (1) development of a Rotifer Systematic Database using visualization technologies, and available via the Internet, (2) development and revision of select monogonont rotifers of the U.S., and (3) training a new generation of taxonomists while simultaneously improving our own taxonomic expertise."	3	791593200	0	"University of Texas at El Paso"	"Dr. Elizabeth Walsh"	"Unknown"	"ewalsh@miners.utep.edu"	"Unknown"	"Web site"	"Unknown"	"Unknown"	"Global"	7	"Rotifera"	5	"Database does not open"	1	0	0	0	""	0	0	0	0	0	30
1704	-1	1180452422	1180452422	0	0	0	"Electronic Catalogue of Weevil Names"	"ecwn.jpg"	"wtaxa.csic.es/"	"The Electronic Catalogue of Weevil Names is a project in progress.  Ultimately it will contain all family, genus and species-group names in the Curculionoidea, a group of beetles with some 60,000 described species which includes many important insects, including the bark beetles (Scolytinae) and powder-post beetles (Platypodinae).  Currently the database contains some 100.000 names, including all generic and family-group names, in their current taxonomic position, and based on Alonso-Zarazaga & Lyalâ€™s (1999, 2002) catalogue of weevil family and genus names.  Species-group names are being added, but are not yet all present nor checked against original publication or current placement."	3	0	0	"Museo Nacional de Ciencias Naturales"	"Miguel A. Alonso-Zarazaga"	"Joint Principal Investigator"	"zarazaga@mncn.csic.es"	"Suported by grants from GBIF and Spanish MEC"	"Web site"	"ASP"	"Unknown"	"Global"	7	"Curculionoidea (superfamily)"	8	""	1	439	0	0	""	0	0	0	0	0	30
438	863	1180452422	1180452422	0	0	0	"HOSTS - A Database of the Worlds Lepidopteran Hostplants"	"nologo.png"	"www.nhm.ac.uk/research-curation/projects/hostplants/"	"Records of caterpillar hostplants are scattered through published and manuscript sources worldwide and are difficult to retrieve. Many rearing records are never published and so are not accessible to other entomologists. But collected hostplant records form a valuable scientific resource that can be used eventually to answer broader biological questions about how Lepidoptera and plants interact (eg, Letourneau, Hagen & Robinson, 2001). It provides information of immediate relevance to agriculture, ecology, forestry, conservation and taxonomy.

HOSTS brings together an enormous body of information on what the world's butterfly and moth (Lepidoptera) caterpillars eat. The web-based version presented here offers a synoptic data set drawn from about 180,000 records comprising taxonomically 'cleaned' hostplant data for about 22,000 Lepidoptera species drawn from about 1600 published and manuscript sources. It is not (and cannot be) exhaustive, but it is probably the best and most comprehensive compilation of hostplant data available.

We hope that it will be useful to a wide range of biologists and that it will act as a spur to further recording and analysis of caterpillar-plant interactions."	1	0	0	"Natural History Museum"	"Gaden Robinson"	"Contact"	"Unknown (form)"	"Data from publications and through web site input"	"Web site, publications"	"DSML"	"Unknown"	"Global"	7	"Lepidoptera"	6	""	1	0	0	0	""	0	0	0	0	0	30
436	863	1180452422	1180452422	0	0	0	"Mammal Species of the World"	"nologo.png"	"nmnhgoph.si.edu/msw/"	"The Mammal Species of the World (MSW) is a database of mammalian taxonomy. It is hoped that this database on the World Wide Web can be used as a convenient on-line reference for identifying or verifying recognized scientific names and for taxonomic research."	3	0	0	"Smithsonian National Museum of Natural History"	"Unknown"	"Webmaster"	"NHBWebmaster@si.edu"	"Information in the database was taken from a 1993 publication"	"Web site, publication"	"TXT, CSV, XLS, PDF, ZIP, HTML"	"Unknown"	"Global"	7	"Mammalia"	6	""	1	0	0	0	""	0	0	0	0	0	30
437	863	1180452422	1180452422	0	0	0	"Global Taxonomic Database of Tineidae - the Clothes moth family"	"nologo.png"	"www.nhm.ac.uk/research-curation/projects/tineidae/index.html"	"The Tineidae - the clothes-moth family - comprises almost 3000 named species of medium-sized to small moths. This database gives the current applicable name for each of these species, and information as to where, when and by whom each was described, and where the original specimen(s) (type specimens(s)) came from."	3	0	0	"Natural History Museum"	"Gaden Robinson"	"Contact"	"Unknown"	"Data from references and journals"	"Web site, publications"	"Unknown"	"Literature review and addition"	"Global"	7	"Tineidae"	8	"Search function and database off-line"	1	0	0	0	""	0	0	0	0	0	30
